7630 1 122 20 6 0 77 4394 548 14 168 27 19 5 11787 7 0 486 25 141 5 79 1 301 29 4 266 207 120 9172 6195 5 16 14 146 1 0 12 5 1 0 0 11 5 2 3 1 0 0 6 0 5 2 0 1 0 18 1 9 40 0 5 30 111 21 31 0 0 2 7
1 4826 112 1952 2 4 8 14 17 1441 11 158 17 471 17 112 243 87 47 97 1 99 5591 84 4339 2619 322 16219 264 22 5 113 12 5 151 0 13 178 83 2 0 0 15 8 3 6 24 3 32 4 1 9 44 16 44 0 13 7 46 34 27 328 737 43 3 9 6 2 1 14
122 112 46584 469 13 5 306 6835 953 77 684 69 37 7 915 31 34 8011 75 810 5 2022 101 29165 544 4 25110 17826 2457 549 401 2 50 20 2119 4 136 3014 205 0 0 4 127 34 35 9 5 2 0 22 6 135 468 22 77 1 150 135 1415 143 6 952 6760 276 21 95 0 1 6 124
20 1952 469 848 61 9 50 421 328 1647 317 204 62 563 432 103 1963 405 77 306 31 691 1188 799 8057 1684 986 16646 2813 712 413 132 38 131 412 44 101 148 828 11 2 3 172 75 152 73 49 19 45 144 14 330 73 57 105 6 191 97 217 1435 160 470 1682 1060 344 426 11 9 30 83
6 2 13 61 26194 54 590 90 426 375 2415 39 31401 17 335 1069 0 7 23 23 31690 7 3 7 4919 4 43 36 9003 438 17 7 65 22 193 12 4 1 128 447 1 56 347 99 118 3139 9 882 1 134 57 0 0 5 0 1038 1 1 3 1478 6 5 22 2302 101 7 1 12 3 32
0 4 5 9 54 4560 4082 51 279 113 156 42 354 33 25 5675 0 3 10 6 36 0 3 4 200 3 11 24 67 18 0 4 1051 2 154 0 0 0 0 3 0 0 4 2 1 6 0 0 3 1 0 1 0 0 0 6 1 0 1 12 0 0 4 23 4 2 1 0 0 1
77 8 306 50 590 4082 87399 4326 24416 156 47675 504 25803 183 3241 12647 2 298 139 234 944 114 7 347 480 34 845 423 1805 1153 302 55 2919 45 678 10 2 26 47 65 0 15 126 32 19 499 6 143 9 69 8 4 2 2 3 106 8 4 12 497 5 18 65 647 78 28 2 4 5 30
4394 14 6835 421 90 51 4326 76099 11970 178 8462 328 350 110 17923 214 12 2225 195 601 121 2849 39 9178 3529 32 5152 3897 29691 13221 13439 67 346 1874 3964 105 11 502 123 65 6 28 825 319 47 342 84 96 15 682 29 170 79 44 20 49 276 61 716 2174 12 182 1481 4242 834 642 11 125 77 282
548 17 953 328 426 279 24416 11970 79014 237 23836 487 4882 151 26286 1504 4 1994 233 753 869 398 17 1335 785 40 2615 1132 1935 1945 2057 84 2970 57 816 48 5 83 79 23 3 15 404 127 35 107 28 36 11 291 8 40 21 9 3 22 89 19 69 1302 5 54 199 2056 362 247 3 31 44 110
14 1441 77 1647 375 113 156 178 237 9978 414 134 1046 342 283 3279 54 72 31 75 118 42 5327 54 32744 1156 223 6276 2298 990 72 81 45 221 314 10 3 36 80 47 0 4 95 34 84 246 25 87 39 43 6 15 15 14 15 49 26 10 31 474 22 91 220 628 64 36 7 4 8 28
168 11 684 317 2415 156 47675 8462 23836 414 156623 611 22380 200 9270 1351 1 397 280 392 8124 185 10 661 1151 52 1370 944 15010 8060 384 98 547 505 4159 81 6 46 182 1081 17 153 1305 397 274 7808 62 2227 9 734 121 10 10 20 9 1500 12 7 48 4691 12 34 174 7812 566 82 1 80 41 158
27 158 69 204 39 42 504 328 487 134 611 52161 428 9248 1026 55 3 599 13648 6968 80 74 85 114 182 2379 6123 2857 143 759 66 1936 1387 15 8376 5 29 37 112 2 5 6 59 43 24 27 2114 37 3094 78 8 4 56 481 211 3 5 8 22 130 1004 742 1909 184 49 15 317 74 1 100
19 17 37 62 31401 354 25803 350 4882 1046 22380 428 92951 142 2562 9377 1 47 180 190 20373 14 13 35 4743 43 349 439 11276 1382 33 70 649 21 963 13 7 0 135 387 4 32 198 62 75 2362 13 739 7 88 34 3 2 2 3 589 1 3 1 975 8 10 35 1639 81 8 2 12 8 18
5 471 7 563 17 33 183 110 151 342 200 9248 142 28168 236 37 7 8 351 32 26 5 258 8 339 11136 857 4114 66 180 10 1639 693 2 907 0 47 3 155 3 12 15 29 46 30 21 2990 31 4517 93 10 0 23 372 144 4 2 14 7 63 1208 465 1770 58 34 12 404 104 1 102
11787 17 915 432 335 25 3241 17923 26286 283 9270 1026 2562 236 59947 339 4 3011 511 1465 666 536 21 1764 756 71 3044 2148 2502 21286 6139 130 750 131 2382 52 4 89 86 17 1 14 338 113 34 90 22 25 11 230 7 51 28 6 22 11 131 21 105 1233 17 99 344 1887 385 401 3 17 43 114
7 112 31 103 1069 5675 12647 214 1504 3279 1351 55 9377 37 339 23073 8 25 28 23 645 9 103 20 5441 54 66 515 1433 401 20 11 564 61 140 2 1 7 24 24 0 1 27 7 8 125 2 49 2 10 1 7 3 1 0 26 4 1 6 110 1 8 28 169 12 5 0 2 1 3
0 243 34 1963 0 0 2 12 4 54 1 3 1 7 4 8 12422 53 1 19 0 5920 9381 12865 2212 19 44 11266 905 10 23 0 0 3 78 12 5 126 210 1 0 8 25 44 5 7 2 0 0 28 0 6404 42 3 14 0 2447 256 7778 507 0 59 2745 850 49 998 0 0 8 77
486 87 8011 405 7 3 298 2225 1994 72 397 599 47 8 3011 25 53 18400 527 14740 10 1126 141 10570 201 6 9294 13226 552 3340 4385 9 66 231 10315 3 59 1273 108 0 1 2 65 25 12 2 15 0 0 11 2 157 279 14 63 0 186 50 739 106 12 800 3182 286 26 141 1 0 3 70
25 47 75 77 23 10 139 195 233 31 280 13648 180 351 511 28 1 527 4155 10491 32 39 15 96 67 296 6049 1648 64 406 70 568 312 18 2033 4 22 32 43 1 1 2 21 6 8 9 270 6 280 20 3 1 68 270 223 0 7 2 14 58 298 530 1060 47 7 16 47 10 3 29
141 97 810 306 23 6 234 601 753 75 392 6968 190 32 1465 23 19 14740 10491 20389 40 307 41 799 131 218 20391 8300 150 1595 702 136 251 124 8716 7 95 472 91 0 1 0 35 19 13 4 44 0 21 9 0 23 342 111 341 0 31 19 125 78 172 1831 2719 95 6 24 4 3 0 63
5 1 5 31 31690 36 944 121 869 118 8124 80 20373 26 666 645 0 10 32 40 10182 6 2 9 939 9 79 92 7237 435 12 10 106 4 261 9 1 2 58 295 1 39 247 87 52 1861 16 498 2 99 31 2 0 1 1 373 0 2 0 865 2 3 11 1564 81 4 0 17 8 19
79 99 2022 691 7 0 114 2849 398 42 185 74 14 5 536 9 5920 1126 39 307 6 86072 878 42927 761 11 529 3794 16672 1524 17219 1 15 1334 12202 146 9 213 175 3 3 39 322 357 8 40 23 6 5 430 4 4781 118 24 67 5 7246 227 5740 1877 3 146 1592 4342 853 7123 0 7 76 395
1 5591 101 1188 3 3 7 39 17 5327 10 85 13 258 21 103 9381 141 15 41 2 878 19008 839 21940 940 119 11539 1658 46 44 53 9 7 97 12 8 271 251 0 0 1 41 21 36 5 18 1 18 16 3 723 35 13 21 1 189 94 709 280 13 114 1207 346 50 108 3 1 4 28
301 84 29165 799 7 4 347 9178 1335 54 661 114 35 8 1764 20 12865 10570 96 799 9 42927 839 100185 715 14 3842 32470 6853 1534 13204 9 51 151 18798 33 39 2534 356 1 2 18 318 160 18 18 15 4 0 131 6 10724 301 14 72 2 6871 1111 23009 1021 5 378 18515 1920 162 2507 0 3 19 352
29 4339 544 8057 4919 200 480 3529 785 32744 1151 182 4743 339 756 5441 2212 201 67 131 939 761 21940 715 74366 1375 377 13797 18868 2027 366 109 111 627 1092 290 30 245 948 383 15 106 2047 867 401 2272 225 681 49 1782 95 1351 90 120 79 418 1702 176 1139 10190 40 347 1110 14373 2579 2646 26 208 297 797
4 2619 4 1684 4 3 34 32 40 1156 52 2379 43 11136 71 54 19 6 296 218 9 11 940 14 1375 17756 1270 16611 93 67 7 963 117 2 249 0 41 8 186 2 2 6 15 23 9 17 777 31 1096 36 3 2 52 356 292 2 4 3 13 30 615 819 2038 39 14 7 204 27 1 73
266 322 25110 986 43 11 845 5152 2615 223 1370 6123 349 857 3044 66 44 9294 6049 20391 79 529 119 3842 377 1270 90127 39049 903 2038 790 879 503 99 4424 12 433 1803 468 3 1 10 99 45 76 27 732 39 562 64 14 45 1357 937 1692 3 95 89 381 222 1395 7767 12633 189 46 135 112 30 4 327
207 16219 17826 16646 36 24 423 3897 1132 6276 944 2857 439 4114 2148 515 11266 13226 1648 8300 92 3794 11539 32470 13797 16611 39049 172890 8880 1829 813 4611 545 105 14964 21 1281 9835 2838 8 9 31 659 272 226 98 1086 90 943 186 45 2481 3032 1488 2685 14 1714 2048 11701 939 2348 14141 52131 1730 122 673 220 49 13 950
