7004 0 110 48 8 0 33 3611 259 43 144 36 18 1 10191 3 3 722 14 121 13 76 0 318 171 0 99 122 232 6625 5288 1 9 70 179 0 0 2 11 2 0 2 2 5 4 2 0 0 0 13 0 16 0 0 0 0 21 0 3 152 0 1 13 191 44 24 1 1 4 13
0 1704 33 108 2 1 4 7 4 1654 3 99 10 525 8 32 192 73 8 89 1 4 3297 16 4539 3624 174 5204 25 7 1 236 5 0 25 0 42 19 42 1 1 0 4 2 0 0 14 0 54 3 0 11 13 3 5 0 1 16 9 33 3 92 811 12 2 2 26 0 0 2
110 33 38621 23 111 4 1623 9070 3235 20 2135 110 97 0 2194 11 19 9581 90 908 65 1148 6 17148 533 1 11815 27588 3011 447 2417 1 46 40 1196 1 22 964 26 3 0 6 60 43 13 14 5 0 15 39 1 36 609 13 83 2 11 35 181 186 3 886 6603 59 21 30 5 0 1 54
48 108 23 676 22 3 38 346 245 2034 58 92 33 192 307 41 811 27 16 32 10 173 780 460 5691 524 101 1908 530 217 422 182 24 33 74 7 8 9 484 39 0 8 56 37 104 40 7 4 38 78 5 668 30 4 4 6 438 269 274 1538 7 43 301 437 182 229 11 2 3 51
8 2 111 22 38861 49 1035 226 1209 761 6828 302 10837 2 1117 876 3 53 113 149 42727 8 5 82 8033 7 146 188 16322 1086 50 22 98 21 400 2 0 7 78 799 1 90 34 47 9 448 2 126 1 75 14 5 0 0 2 157 3 2 7 1528 1 0 18 1457 104 14 0 8 2 30
0 1 4 3 49 7835 6062 29 162 83 68 15 513 1 12 5481 0 0 1 2 76 0 5 4 201 1 3 13 65 2 2 1 2999 0 66 0 0 0 2 1 0 0 1 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 18 0 1 1 4 1 0 1 0 0 0
33 4 1623 38 1035 6062 97169 6683 32981 255 34890 795 26848 9 4989 8872 2 562 271 286 1697 110 4 1215 1124 2 1038 886 4936 2164 184 46 2405 56 760 3 0 8 35 232 0 56 42 36 18 169 6 38 3 60 4 22 5 0 1 33 31 5 13 984 0 15 77 798 128 63 5 3 5 41
3611 7 9070 346 226 29 6683 69113 12196 467 28514 385 358 4 19956 123 15 2566 160 397 145 2059 10 14513 2126 8 2544 3697 63114 4039 14816 26 220 339 1226 2 3 54 103 95 1 40 67 43 52 89 10 19 2 144 2 134 34 3 5 15 189 24 89 1800 3 36 344 2183 448 127 2 8 21 138
259 4 3235 245 1209 162 32981 12196 78072 549 15284 386 5736 5 22612 766 4 5440 119 880 1285 437 2 5086 2232 8 1634 1269 3652 1736 1562 24 1175 150 704 3 0 19 59 141 1 47 124 56 66 124 1 32 5 135 5 43 11 0 2 29 75 9 29 1897 0 16 95 1691 463 153 1 6 18 94
43 1654 20 2034 761 83 255 467 549 15821 208 148 1187 395 537 3028 28 28 48 83 158 12 8666 31 28317 2401 154 4514 1384 485 200 286 51 74 201 6 4 10 138 86 0 22 50 26 85 44 18 19 60 87 5 84 6 10 6 17 17 15 63 1316 3 86 203 732 226 53 22 9 9 54
144 3 2135 58 6828 68 34890 28514 15284 208 163705 821 29318 5 13642 290 5 1020 368 499 15407 133 1 2038 1142 3 1174 1317 27821 4477 364 27 277 79 1273 0 1 15 60 535 1 70 41 38 13 313 3 72 0 86 15 37 11 1 2 211 48 5 13 1535 2 20 110 1516 146 44 2 4 0 50
36 99 110 92 302 15 795 385 386 148 821 84835 1397 6573 1383 16 10 186 10850 5457 385 38 105 211 334 3095 3693 1213 577 1664 157 908 1577 13 11962 0 55 1 63 2 0 1 15 2 42 2 743 7 5613 11 2 5 2 303 26 0 3 55 4 234 367 934 1395 163 30 10 1540 6 1 28
18 10 97 33 10837 513 26848 358 5736 1187 29318 1397 91801 17 5031 4614 0 70 571 501 31590 14 32 96 5430 16 561 449 5358 2567 66 81 880 18 1261 0 1 8 44 406 0 78 53 35 16 261 5 91 4 86 11 5 2 2 0 98 6 1 6 1155 2 11 29 1085 98 11 2 8 3 31
