13823 0 220 22 10 0 67 1776 824 7 1032 15 46 4 14548 1 1 541 16 41 21 131 0 805 91 0 45 87 216 18432 8932 4 41 79 145 3 0 1 10 3 0 0 0 3 0 4 1 0 0 6 0 7 1 0 0 0 3 0 2 28 0 0 6 27 11 10 0 1 0 5
0 3027 11 763 28 0 5 4 8 1098 2 173 26 1282 7 77 85 19 6 6 30 19 2892 46 1822 3659 49 12341 79 5 3 163 17 0 94 0 585 55 64 2 0 0 1 1 5 1 84 1 78 0 0 23 8 20 29 0 4 96 17 15 44 222 992 10 2 1 71 1 0 10
220 11 41155 63 5 0 181 8370 2460 4 439 94 21 5 2028 1 40 15521 251 1972 14 1537 63 39838 210 5 17502 26017 2375 829 2597 57 47 60 3143 3 37 519 51 1 0 0 11 13 2 0 1 0 1 22 0 183 49 8 43 0 46 70 448 109 11 243 2441 74 17 31 1 0 4 19
22 763 63 1329 305 0 39 506 187 1442 120 90 76 348 215 84 3588 81 32 29 138 896 1812 1386 10903 1291 217 15522 3846 687 366 240 31 101 355 27 48 85 1463 129 0 10 77 46 136 44 76 30 106 100 11 564 35 30 41 20 171 271 380 1457 117 324 2307 627 315 324 118 5 27 94
10 28 5 305 20937 16 740 173 408 4391 9619 59 12700 19 251 1874 0 2 33 5 22326 1 101 12 8117 29 20 115 15191 550 15 11 158 12 319 4 1 4 137 898 4 35 64 75 19 244 7 224 3 47 10 0 0 3 0 192 3 1 3 1316 2 1 6 992 107 16 1 6 7 78
0 0 0 0 16 6776 2450 3 102 25 7 0 42 0 1 6791 0 0 0 0 7 0 3 1 34 0 0 2 15 2 0 0 946 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
67 5 181 39 740 2450 78712 6001 27340 157 45942 549 32759 90 3097 6618 2 106 244 86 1642 132 16 352 299 21 193 143 2748 3163 319 83 5187 32 1216 1 0 1 26 227 0 21 22 24 5 71 3 69 1 14 3 0 1 0 0 74 1 2 1 438 2 0 3 313 48 10 2 6 4 23
1776 4 8370 506 173 3 6001 81279 19226 279 18353 244 804 42 17520 282 17 1225 163 214 198 6915 16 10630 5756 12 780 733 42822 11504 15735 37 747 1711 4779 11 1 26 136 614 3 61 100 90 21 214 15 149 4 94 10 62 6 7 1 121 34 9 124 1564 1 9 141 1243 301 121 2 19 22 167
824 8 2460 187 408 102 27340 19226 92522 89 15112 418 3331 97 24900 516 3 3357 210 362 763 2180 8 7851 802 29 638 696 2707 4375 13147 55 3810 102 1050 11 1 21 72 264 2 24 58 50 19 92 4 55 2 43 1 23 3 1 2 53 19 6 28 819 1 15 49 684 174 98 3 6 16 96
7 1098 4 1442 4391 25 157 279 89 10014 179 49 1743 364 72 2952 54 18 4 0 791 5 6365 13 24360 1007 33 4743 2319 303 17 151 32 44 150 1 2 3 87 75 1 7 9 6 25 18 25 16 21 11 1 8 0 5 7 19 5 4 8 211 7 76 199 136 34 13 30 2 4 12
