5093 1 90 2 9 5 160 7549 708 9 576 10 13 1 11453 0 2 202 12 36 3 71 2 236 73 2 60 49 220 6981 3032 1 10 44 83 0 0 0 6 1 0 2 0 2 1 1 1 0 0 1 0 2 0 0 0 0 0 0 3 18 0 1 11 30 5 2 0 1 3 8
1 3214 22 278 3 8 6 7 3 1345 3 367 18 281 6 118 3 91 10 120 1 8 2070 6 1757 3070 979 3688 84 7 2 12 17 0 37 0 26 51 67 1 0 0 1 2 4 1 35 0 26 4 0 3 34 7 25 0 4 11 9 18 11 135 316 17 4 4 13 1 0 9
90 22 48630 11 7 18 1118 3157 1664 53 395 228 22 7 1035 15 47 15897 103 1441 5 3213 211 37513 120 3 21417 35911 2305 518 1205 10 31 80 3152 8 403 1933 135 0 0 37 191 59 40 35 13 1 6 78 5 417 529 25 84 0 123 441 2516 117 10 497 9969 345 15 165 2 2 5 123
2 278 11 412 17 5 20 40 21 694 36 253 13 158 69 37 1291 30 26 43 7 589 1318 478 3609 534 240 4856 1371 113 87 32 22 20 127 13 34 30 954 30 0 3 48 27 351 67 26 9 20 82 1 604 26 20 42 14 219 350 314 722 104 245 594 664 131 414 27 6 49 106
9 3 7 17 30062 98 1433 297 486 159 8223 126 20074 12 620 998 0 6 55 17 26031 11 4 6 13744 8 60 39 10875 720 5 24 171 57 320 1 4 1 116 779 2 28 22 14 35 1594 7 167 5 28 12 1 0 2 0 319 2 11 0 1510 5 9 41 1446 43 9 3 5 1 33
5 8 18 5 98 6356 4217 97 152 157 210 20 627 4 55 4480 0 22 1 2 46 4 14 24 310 5 11 56 161 27 18 1 3230 2 25 0 0 1 2 2 0 0 0 1 0 8 1 0 0 1 0 0 0 0 0 1 0 0 1 10 0 0 6 16 0 6 0 0 0 1
160 6 1118 20 1433 4217 114487 6969 30438 80 30634 475 28180 59 4398 6836 2 1103 151 319 1943 509 16 1632 805 38 598 523 2607 2339 1610 53 2363 105 1243 2 5 32 24 112 0 10 19 10 8 352 11 19 13 19 2 17 4 2 1 46 6 5 81 403 9 20 146 520 50 21 4 9 11 66
7549 7 3157 40 297 97 6969 74851 12488 139 12872 384 245 58 17501 167 9 892 141 134 52 2803 16 2537 5032 26 757 784 67122 7049 12734 49 390 592 2420 0 8 68 37 122 0 28 36 16 11 408 16 27 3 76 2 64 12 3 6 71 37 15 188 674 3 15 343 982 89 43 6 17 13 105
708 3 1664 21 486 152 30438 12488 58975 39 19061 245 2955 39 22964 362 9 1914 91 423 524 758 13 2713 629 24 700 776 2517 1633 3708 24 1728 98 696 1 5 31 18 15 0 7 15 7 4 76 8 5 9 42 0 22 9 2 2 13 15 5 88 258 4 22 205 334 55 32 1 7 11 51
9 1345 53 694 159 157 80 139 39 13175 138 164 758 91 94 4055 13 221 19 51 60 21 5386 80 20034 832 217 5941 1973 235 63 27 22 70 196 4 19 59 188 82 0 8 26 4 24 189 23 16 19 45 5 36 26 6 7 47 26 27 62 447 19 88 383 444 27 44 23 3 10 42
576 3 395 36 8223 210 30634 12872 19061 138 127817 522 15667 58 11716 553 0 171 185 117 9154 185 12 333 1501 29 358 259 17473 5984 415 53 565 214 2417 0 5 10 111 961 0 61 41 27 44 2707 27 214 8 84 11 4 3 6 3 442 6 13 18 2367 15 27 93 2723 165 24 5 27 7 170
10 367 228 253 126 20 475 384 245 164 522 62484 764 6505 691 49 4 1219 8986 6103 122 187 319 550 351 3599 7305 2376 354 876 235 1230 1626 12 10752 0 67 22 278 1 1 4 11 13 49 20 2666 4 3264 21 2 7 17 304 60 5 10 91 15 113 947 1322 806 119 36 8 975 100 3 176
13 18 22 13 20074 627 28180 245 2955 758 15667 764 96267 91 3147 6271 0 26 262 113 26745 9 21 24 6204 62 377 207 2065 2256 26 91 1179 18 1235 1 2 1 31 149 0 8 10 3 10 369 20 35 17 12 4 3 0 9 4 81 0 1 4 385 14 29 26 405 21 6 2 7 3 27
1 281 7 158 12 4 59 58 39 91 58 6505 91 23957 103 15 1 12 179 41 17 0 176 5 106 8564 661 3076 47 78 11 1051 258 0 268 0 69 5 472 1 3 0 1 5 53 10 2291 5 3339 9 5 4 11 358 47 1 2 102 11 52 1351 1220 700 28 14 4 1346 65 2 86
11453 6 1035 69 620 55 4398 17501 22964 94 11716 691 3147 103 57507 214 4 2023 161 499 588 520 17 2169 1311 46 690 697 3509 24140 7194 62 204 83 1087 7 3 39 46 24 0 7 45 23 11 127 18 14 8 76 2 20 7 5 1 13 18 8 58 495 5 33 147 712 121 61 8 12 19 79
0 118 15 37 998 4480 6836 167 362 4055 553 49 6271 15 214 7941 2 31 9 12 363 8 185 39 4423 63 42 712 1252 216 25 5 751 36 80 0 6 9 18 11 0 1 1 1 0 28 3 4 2 5 0 12 4 1 0 11 4 4 9 63 1 11 49 73 6 5 0 2 1 6
2 3 47 1291 0 0 2 9 9 13 0 4 0 1 4 2 15039 68 6 15 0 7509 6789 19090 3230 4 104 11300 2154 10 144 1 0 13 101 5 9 45 252 0 0 3 21 21 16 7 5 0 0 51 6 4623 24 6 12 0 1071 703 6169 361 3 25 794 582 60 534 0 2 32 70
